,description,price,url,condition,Brand,Processor,Storage,Touchscreen,HDMI,Chromebook,OS,storage,RAM,screensize
177,Refurbished: DELL Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 512 GB SSD 14.0  inch Windows 10 Pro 64bit,399.99,https://www.newegg.com/dell-5490/p/N82E16834343081?Item=N82E16834343081&Description=laptop&cm_re=laptop-_-34-343-081-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
178,Refurbished: DELL E5470 Laptop Intel Core i7 6th Gen 6600U (2.60 GHz) 16 GB Memory 512 GB SSD 14.0  inch Windows 10 Pro 64-bit A Grade,589.00,https://www.newegg.com/dell-e5470/p/N82E16834843667?Item=N82E16834843667&Description=laptop&cm_re=laptop-_-34-843-667-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
179,"Refurbished: Dell Latitude 5290 12.5  inch 1366x768 HD Laptop PC, Intel Core i5 7th Gen i5-7300U 2.6GHz, 8GB DDR4 RAM, 512GB SSD, Windows 10 Pro Grade B",492.99,https://www.newegg.com/p/1TS-000A-0DPW5?Item=9SIADT2E8A9234&Description=laptop&cm_re=laptop-_-9SIADT2E8A9234-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,12.5
180,Refurbished: DELL Laptop Latitude 5480 Intel Core i5 7th Gen 7300U (2.60GHz) 8GB Memory 256 GB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,388.99,https://www.newegg.com/black-dell-latitude-5480/p/N82E16834343401?Item=N82E16834343401&Description=laptop&cm_re=laptop-_-34-343-401-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
181,Refurbished: DELL Grade B Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 480 GB SSD 14.0  inch Windows 10 Pro 64-bit,369.99,https://www.newegg.com/dell-5490/p/N82E16834843702?Item=N82E16834843702&Description=laptop&cm_re=laptop-_-34-843-702-_-Product,old,Dell,i5,SSD,no,no,no,windows,480,16,14.0
182,Refurbished: DELL Laptop E7440 Intel Core i5 4th Gen 4300U (1.90GHz) 8GB Memory 500GB HDD 14.0  inch Windows 10 Home 64-Bit,349.99,https://www.newegg.com/dell-e7440/p/N82E16834854403?Item=N82E16834854403&Description=laptop&cm_re=laptop-_-34-854-403-_-Product,old,Dell,i5,HDD,no,no,no,windows,500,8,14.0
183,Refurbished: DELL Laptop 7280 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 512 GB M.2 SSD 12.5  inch Windows 10 Pro 64bit,329.99,https://www.newegg.com/dell-7280/p/N82E16834343082?Item=N82E16834343082&Description=laptop&cm_re=laptop-_-34-343-082-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,12.5
184,Refurbished: DELL Laptop E7250 Intel Core i5 5th Gen 5300U (2.30GHz) 8GB Memory 250 GB SSD 12.5  inch Windows 10 Pro 64-Bit,540.99,https://www.newegg.com/dell-e7250/p/N82E16834849070?Item=N82E16834849070&Description=laptop&cm_re=laptop-_-34-849-070-_-Product,old,Dell,i5,SSD,no,no,no,windows,250,8,12.5
185,Refurbished: DELL Grade A Laptop E7250 Intel Core i5 5th Gen 5300U (2.30GHz) 8GB Memory 240 GB SSD 12.5  inch Windows 10 Pro 64-Bit,358.99,https://www.newegg.com/dell-e7250/p/N82E16834944859?Item=N82E16834944859&Description=laptop&cm_re=laptop-_-34-944-859-_-Product,old,Dell,i5,SSD,no,no,no,windows,240,8,12.5
186,Refurbished: DELL Grade A Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 1 TB SSD 14.0  inch Windows 10 Pro 64-bit,413.99,https://www.newegg.com/dell-5490/p/N82E16834843703?Item=N82E16834843703&Description=laptop&cm_re=laptop-_-34-843-703-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,14.0
187,Refurbished: DELL A Grade Laptop E7270 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 256 GB SSD 12.5  inch Windows 10 Pro 64-bit,494.99,https://www.newegg.com/dell-e7270/p/N82E16834843671?Item=N82E16834843671&Description=laptop&cm_re=laptop-_-34-843-671-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
188,Refurbished: DELL B Grade Laptop E5470 Intel Core i7 6th Gen 6600U (2.60GHz) 8GB Memory 256 GB SSD 14.0  inch Windows 10 Pro 64-bit,448.99,https://www.newegg.com/dell-e5470/p/N82E16834843669?Item=N82E16834843669&Description=laptop&cm_re=laptop-_-34-843-669-_-Product,old,Dell,i7,SSD,no,no,no,windows,256,8,14.0
189,Refurbished: DELL A Grade Laptop E7270 Intel Core i7 6th Gen 6600U (2.60GHz) 8GB Memory 512 GB SSD 12.5  inch Windows 10 Pro 64-Bit,289.99,https://www.newegg.com/dell-e7270/p/N82E16834846106?Item=N82E16834846106&Description=laptop&cm_re=laptop-_-34-846-106-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,8,12.5
190,Refurbished: DELL Grade B Laptop 7480 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 512 GB SSD 14.0  inch Windows 10 Pro,476.99,https://www.newegg.com/dell-7480/p/N82E16834843171?Item=N82E16834843171&Description=laptop&cm_re=laptop-_-34-843-171-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
191,Refurbished: DELL Grade A Laptop E7250 Intel Core i5 5th Gen 5300U (2.30GHz) 8GB Memory 120 GB SSD 12.5  inch Windows 10 Pro 64-Bit,382.99,https://www.newegg.com/dell-e7250/p/N82E16834944860?Item=N82E16834944860&Description=laptop&cm_re=laptop-_-34-944-860-_-Product,old,Dell,i5,SSD,no,no,no,windows,120,8,12.5
192,Refurbished: DELL A Grade Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 256 GB SSD 14.0  inch Windows 10 Pro 64-bit,390.99,https://www.newegg.com/dell-5490-mainstream/p/N82E16834843663?Item=N82E16834843663&Description=laptop&cm_re=laptop-_-34-843-663-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
194,Refurbished: DELL A Grade Laptop E7270 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 512 GB SSD 12.5  inch Windows 10 Pro 64-bit,744.99,https://www.newegg.com/dell-e7270/p/N82E16834843670?Item=N82E16834843670&Description=laptop&cm_re=laptop-_-34-843-670-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,12.5
195,Refurbished: DELL Laptop 7480 Intel Core i7 6th Gen 6600U (2.60GHz) 16GB Memory 512 GB M.2 SSD 14.0  inch Windows 10 Pro 64bit,406.99,https://www.newegg.com/dell-7480/p/N82E16834343086?Item=N82E16834343086&Description=laptop&cm_re=laptop-_-34-343-086-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
196,Refurbished: DELL Laptop 5290 Intel Core i7 8th Gen 8650U (1.90GHz) 16GB Memory 256 GB M.2 SSD 12.3  inch Touchscreen Windows 10 Pro 64bit,541.99,https://www.newegg.com/dell-5290/p/N82E16834343092?Item=N82E16834343092&Description=laptop&cm_re=laptop-_-34-343-092-_-Product,old,Dell,i7,SSD,yes,no,no,windows,256,16,12.3
197,Refurbished: DELL E5470 Laptop Intel Core i5 6th Gen 6440HQ (2.6 GHz) 8 GB Memory 500 GB SSD 14.0  inch Windows 10 Pro A Grade,495.99,https://www.newegg.com/dell-e5470/p/N82E16834843160?Item=N82E16834843160&Description=laptop&cm_re=laptop-_-34-843-160-_-Product,old,Dell,i5,SSD,no,no,no,windows,500,8,14.0
198,Refurbished: DELL Grade A Laptop Latitude 3490 Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 256 GB PCIe SSD Intel UHD Graphics 620 14.0  inch Windows 10 Pro 64-bit,429.99,https://www.newegg.com/dell-latitude-3490-work-business/p/N82E16834343491?Item=N82E16834343491&Description=laptop&cm_re=laptop-_-34-343-491-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
199,Refurbished: DELL Grade A Laptop Latitude 7480 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 512 GB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,579.99,https://www.newegg.com/dell-latitude-7480-work-business/p/N82E16834343460?Item=N82E16834343460&Description=laptop&cm_re=laptop-_-34-343-460-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
200,Refurbished: DELL Grade B Laptop Latitude 7280 Intel Core i7 6th Gen 6600U (2.60GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 12.5  inch Windows 10 Pro 64-bit,1059.00,https://www.newegg.com/dell-latitude-7280-work-business/p/N82E16834343462?Item=N82E16834343462&Description=laptop&cm_re=laptop-_-34-343-462-_-Product,old,Dell,i7,SSD,no,no,no,windows,256,16,12.5
201,Refurbished: DELL Grade A Laptop Latitude 7490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 1 TB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,1099.00,https://www.newegg.com/dell-latitude-7490-work-business/p/N82E16834343457?Item=N82E16834343457&Description=laptop&cm_re=laptop-_-34-343-457-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,14.0
208,Refurbished: DELL Laptop Latitude 7480 Intel Core i7 6th Gen 6650U (2.20GHz) 16 GB Memory 512 GB SSD Intel Iris Graphics 540 14.0  inch Windows 10 Pro 64-bit Grade A,514.99,https://www.newegg.com/dell-latitude-7480-work-business/p/N82E16834343414?Item=N82E16834343414&Description=laptop&cm_re=laptop-_-34-343-414-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
209,Refurbished: DELL Laptop 5510 Intel Core i5 10th Gen 10210U (1.60GHz) 16GB Memory 512 GB M.2 NVMe SSD Intel Iris Xe Graphics 15.6  inch Windows 10 Pro 64-bit,589.99,https://www.newegg.com/dell-5510/p/N82E16834343490?Item=N82E16834343490&Description=laptop&cm_re=laptop-_-34-343-490-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,15.6
210,Refurbished: DELL Laptop Precision 7560 Intel Core i7 11th Gen 11800 H (2.30GHz) 32GB Memory 1 TB PCIe SSD Intel UHD Graphics 15.6  inch Windows 10 Pro 64-bit,1199.99,https://www.newegg.com/gray-dell-precision-7560/p/N82E16834343487?Item=N82E16834343487&Description=laptop&cm_re=laptop-_-34-343-487-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,32,15.6
211,Refurbished: DELL Grade B Laptop 7390 Intel Core i5 8th Gen 8250U (1.60GHz) 8GB Memory 256 GB SSD Intel UHD Graphics 620 13.3  inch Touchscreen Windows 10 Pro 64-bit,439.99,https://www.newegg.com/dell-7390-work-business/p/N82E16834343514?Item=N82E16834343514&Description=laptop&cm_re=laptop-_-34-343-514-_-Product,old,Dell,i5,SSD,yes,no,no,windows,256,8,13.3
212,Refurbished: DELL Laptop Latitude 7480 Intel Core i7 6th Gen 6600U (2.60GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Touchscreen Windows 10 Pro 64-bit Grade B,369.99,https://www.newegg.com/dell-latitude-7480-work-business/p/N82E16834343410?Item=N82E16834343410&Description=laptop&cm_re=laptop-_-34-343-410-_-Product,old,Dell,i7,SSD,yes,no,no,windows,256,8,14.0
213,Refurbished: DELL Grade A Laptop Latitude 5580 Intel Core i5 7th Gen 7440HQ (2.80GHz) 16GB Memory 512 GB SSD Intel HD Graphics 630 15.6  inch Windows 10 Pro 64-bit,439.99,https://www.newegg.com/dell-latitude-5580-work-business/p/N82E16834343507?Item=N82E16834343507&Description=laptop&cm_re=laptop-_-34-343-507-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,15.6
214,Refurbished: DELL Laptop Latitude 5420 Intel Core i5 11th Gen 1145G7 (2.60GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0  inch Windows 10 Pro 64-bit,328.99,https://www.newegg.com/gray-dell-latitude-5420-work-business/p/N82E16834343479?Item=N82E16834343479&Description=laptop&cm_re=laptop-_-34-343-479-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
215,Refurbished: DELL Grade A Laptop Latitude 3570 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 15.6  inch Windows 10 Pro 64-bit,459.99,https://www.newegg.com/dell-latitude-3570-work-business/p/N82E16834343501?Item=N82E16834343501&Description=laptop&cm_re=laptop-_-34-343-501-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,15.6
216,Refurbished: DELL Grade B Laptop Latitude 5480 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,401.99,https://www.newegg.com/dell-latitude-5480-work-business/p/N82E16834343493?Item=N82E16834343493&Description=laptop&cm_re=laptop-_-34-343-493-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
217,Refurbished: DELL Laptop Latitude 3390 Intel Core i3 8th Gen 8130U (2.20GHz) 8GB Memory 256 GB SSD Intel UHD Graphics 620 13.3  inch Touchscreen Windows 10 Pro 64-bit,1082.99,https://www.newegg.com/dell-latitude-3390-work-business/p/N82E16834343500?Item=N82E16834343500&Description=laptop&cm_re=laptop-_-34-343-500-_-Product,old,Dell,i3,SSD,yes,no,no,windows,256,8,13.3
218,Refurbished: DELL Latitude E7250 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 256 GB SSD 12.5  inch Windows 10 Pro 64-bit Grade A,329.99,https://www.newegg.com/black-dell-latitude-e7250-everyday-value/p/N82E16834944293?Item=N82E16834944293&Description=laptop&cm_re=laptop-_-34-944-293-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
219,Refurbished: DELL Grade A Laptop 7390 Intel Core i5 7th Gen 7300U (2.60GHz) 8GB Memory 256 GB SSD Intel HD Graphics 620 13.3  inch Touchscreen Windows 10 Pro 64-bit,1229.99,https://www.newegg.com/dell-7390-work-business/p/N82E16834343512?Item=N82E16834343512&Description=laptop&cm_re=laptop-_-34-343-512-_-Product,old,Dell,i5,SSD,yes,no,no,windows,256,8,13.3
220,Refurbished: DELL Grade A Laptop Latitude 5480 Intel Core i5 6th Gen 6300U (2.40GHz) 8GB Memory 512 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,509.99,https://www.newegg.com/dell-latitude-5480-work-business/p/N82E16834343495?Item=N82E16834343495&Description=laptop&cm_re=laptop-_-34-343-495-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,14.0
221,Refurbished: DELL Laptop Latitude 5510 Intel Core i5 10th Gen 10310U (1.70GHz) 32GB Memory 512 GB M.2 NVMe SSD Intel UHD Graphics 15.6  inch Windows 10 Pro 64-bit,489.99,https://www.newegg.com/dell-latitude-5510-work-business/p/N82E16834343455?Item=N82E16834343455&Description=laptop&cm_re=laptop-_-34-343-455-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,32,15.6
222,Refurbished: DELL Grade B Laptop Latitude 5480 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,1017.99,https://www.newegg.com/dell-latitude-5480-work-business/p/N82E16834343494?Item=N82E16834343494&Description=laptop&cm_re=laptop-_-34-343-494-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
223,Refurbished: DELL Laptop Latitude 5420 Intel Core i5 11th Gen 1145G7 (2.60GHz) 16GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 14.0  inch Windows 10 Pro 64-bit,419.99,https://www.newegg.com/gray-dell-latitude-5420/p/N82E16834343486?Item=N82E16834343486&Description=laptop&cm_re=laptop-_-34-343-486-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
224,Refurbished: DELL Grade A Laptop Latitude 7290 Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 512 GB SSD Intel UHD Graphics 620 12.5  inch Windows 10 Pro 64-bit,1115.99,https://www.newegg.com/dell-latitude-7290-work-business/p/N82E16834343430?Item=N82E16834343430&Description=laptop&cm_re=laptop-_-34-343-430-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,12.5
225,Refurbished: DELL Grade B Laptop Latitude 5580 Intel Core i5 7th Gen 7200U (2.50GHz) 16GB Memory 256 GB SSD Intel HD Graphics 620 15.6  inch Windows 10 Pro 64-bit,698.99,https://www.newegg.com/dell-latitude-5580-work-business/p/N82E16834343506?Item=N82E16834343506&Description=laptop&cm_re=laptop-_-34-343-506-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,15.6
226,Refurbished: DELL Laptop 5510 Intel Core i5 10th Gen 10210U (1.60GHz) 8GB Memory 1 TB M.2 NVMe SSD Intel Iris Xe Graphics 15.6  inch Windows 10 Pro 64-bit,364.99,https://www.newegg.com/dell-5510-work-business/p/N82E16834343488?Item=N82E16834343488&Description=laptop&cm_re=laptop-_-34-343-488-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,8,15.6
227,Refurbished: DELL Grade A Laptop Latitude 7290 Intel Core i5 8th Gen 8350U (1.70GHz) 8GB Memory 256 GB SSD Intel UHD Graphics 620 12.5  inch Windows 10 Pro 64-bit,425.99,https://www.newegg.com/dell-latitude-7290-work-business/p/N82E16834343432?Item=N82E16834343432&Description=laptop&cm_re=laptop-_-34-343-432-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
228,Refurbished: DELL Laptop Latitude 5510 Intel Core i5 10th Gen 10310U (1.70GHz) 32GB Memory 1 TB M.2 NVMe SSD Intel UHD Graphics 15.6  inch Windows 10 Pro 64-bit,454.99,https://www.newegg.com/dell-latitude-5510-work-business/p/N82E16834343456?Item=N82E16834343456&Description=laptop&cm_re=laptop-_-34-343-456-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,32,15.6
229,Refurbished: DELL Grade A Laptop 7390 Intel Core i7 8th Gen 8665U (1.90GHz) 16GB Memory 500 GB PCIe SSD Intel UHD Graphics 13.3  inch Touchscreen Windows 10 Pro 64-bit,509.99,https://www.newegg.com/dell-7390-work-business/p/N82E16834343515?Item=N82E16834343515&Description=laptop&cm_re=laptop-_-34-343-515-_-Product,old,Dell,i7,SSD,yes,no,no,windows,500,16,13.3
230,Refurbished: DELL Grade B Laptop Latitude 7370 Intel Core M7 6Y75 (1.20GHz) 16GB Memory 256 GB SSD Intel HD Graphics 515 13.3  inch Touchscreen Windows 10 Pro 64-bit,929.99,https://www.newegg.com/dell-latitude-7370-work-business/p/N82E16834343510?Item=N82E16834343510&Description=laptop&cm_re=laptop-_-34-343-510-_-Product,old,Dell,M7,SSD,yes,no,no,windows,256,16,13.3
231,Refurbished: DELL Laptop Latitude 5480 Intel Core i5 7th Gen 7440HQ (2.80GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 630 14.0  inch Windows 10 Pro 64-bit Grade A,328.99,https://www.newegg.com/dell-latitude-5480-work-business/p/N82E16834343412?Item=N82E16834343412&Description=laptop&cm_re=laptop-_-34-343-412-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
232,Refurbished: DELL Grade A Laptop Latitude 7490 Intel Core i5 7th Gen 7300U (2.60GHz) 8GB Memory 256 GB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,377.99,https://www.newegg.com/dell-latitude-7490/p/N82E16834343364?Item=N82E16834343364&Description=laptop&cm_re=laptop-_-34-343-364-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
233,Refurbished: DELL Grade B Laptop Latitude 5490 Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 256 GB SSD Intel UHD Graphics 620 14.0  inch Windows 10 Pro 64-bit,433.99,https://www.newegg.com/dell-latitude-5490-work-business/p/N82E16834343504?Item=N82E16834343504&Description=laptop&cm_re=laptop-_-34-343-504-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
234,Refurbished: DELL Laptop 5510 Intel Core i5 10th Gen 10210U (1.60GHz) 8GB Memory 256 GB M.2 NVMe SSD Intel Iris Xe Graphics 15.6  inch Windows 10 Pro 64-bit,479.99,https://www.newegg.com/dell-5510-work-business/p/N82E16834343489?Item=N82E16834343489&Description=laptop&cm_re=laptop-_-34-343-489-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,15.6
235,Refurbished: DELL Latitude E5470 Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD 14.0  inch Windows 10 Pro 64-bit Grade B,609.99,https://www.newegg.com/dell-e5470/p/N82E16834849844?Item=N82E16834849844&Description=laptop&cm_re=laptop-_-34-849-844-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
236,Refurbished: DELL Grade B Laptop 5480 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 240 GB SSD 14.0  inch Windows 10 Pro 64-Bit,429.99,https://www.newegg.com/dell-5480/p/N82E16834944208?Item=N82E16834944208&Description=laptop&cm_re=laptop-_-34-944-208-_-Product,old,Dell,i5,SSD,no,no,no,windows,240,8,14.0
237,Refurbished: DELL B Grade Laptop Latitude 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 256 GB SSD 14.0  inch Windows 10 Pro 64-bit,1054.99,https://www.newegg.com/dell-5490-mainstream/p/N82E16834843664?Item=N82E16834843664&Description=laptop&cm_re=laptop-_-34-843-664-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
238,Refurbished: DELL Grade A Laptop Latitude 5480 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 512 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,768.99,https://www.newegg.com/dell-latitude-5480/p/N82E16834343497?Item=N82E16834343497&Description=laptop&cm_re=laptop-_-34-343-497-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
239,Refurbished: DELL Grade A Laptop Latitude 7490 Intel Core i5 7th Gen 7300U (2.60GHz) 32GB Memory 512 GB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,339.99,https://www.newegg.com/dell-latitude-7490-work-business/p/N82E16834343458?Item=N82E16834343458&Description=laptop&cm_re=laptop-_-34-343-458-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,32,14.0
240,Refurbished: DELL Grade A Laptop Latitude 5480 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,189.99,https://www.newegg.com/dell-latitude-5480-work-business/p/N82E16834343496?Item=N82E16834343496&Description=laptop&cm_re=laptop-_-34-343-496-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
241,Refurbished: DELL Laptop Latitude 5510 Intel Core i5 10th Gen 10310U (1.70GHz) 16GB Memory 1 TB M.2 NVMe SSD Intel UHD Graphics 15.6  inch Windows 10 Pro 64-bit,419.99,https://www.newegg.com/dell-latitude-5510-work-business/p/N82E16834343454?Item=N82E16834343454&Description=laptop&cm_re=laptop-_-34-343-454-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,15.6
242,Refurbished: DELL Laptop Latitude 5490 Intel Core i7 8th Gen 8650U (1.90GHz) 16 GB Memory 512 GB PCIe SSD Intel UHD Graphics 620 14.0  inch Windows 10 Pro 64-bit Grade A,569.99,https://www.newegg.com/dell-latitude-5490-work-business/p/N82E16834343413?Item=N82E16834343413&Description=laptop&cm_re=laptop-_-34-343-413-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
243,Refurbished: DELL Laptop Latitude E6420 Intel Core i5 2nd Gen 2520M (2.50GHz) 16GB Memory 750GB HDD 14.0  inch Windows 10 Pro 64-Bit,549.99,https://www.newegg.com/dell-latitude-e6420/p/N82E16834296649?Item=N82E16834296649&Description=laptop&cm_re=laptop-_-34-296-649-_-Product,old,Dell,i5,HDD,no,no,no,windows,750,16,14.0
244,Refurbished: DELL Grade A Laptop Latitude 3190 Intel Pentium Silver N5000 (1.10GHz) 4GB Memory 128 GB SSD Intel UHD Graphics 605 11.6  inch Touchscreen Windows 10 Pro 64-bit,369.99,https://www.newegg.com/dell-latitude-3190-work-business/p/N82E16834343498?Item=N82E16834343498&Description=laptop&cm_re=laptop-_-34-343-498-_-Product,old,Dell,Pentium,SSD,yes,no,no,windows,128,4,11.6
245,Refurbished: DELL Grade A Laptop Latitude 7370 Intel Core M7 6Y75 (1.20GHz) 16GB Memory 256 GB SSD Intel HD Graphics 515 13.3  inch Touchscreen Windows 10 Pro 64-bit,249.99,https://www.newegg.com/dell-latitude-7370-work-business/p/N82E16834343509?Item=N82E16834343509&Description=laptop&cm_re=laptop-_-34-343-509-_-Product,old,Dell,M7,SSD,yes,no,no,windows,256,16,13.3
246,Refurbished: DELL Grade A Laptop Latitude 7480 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 512 GB SSD Intel HD Graphics 520 14.0  inch Touchscreen Windows 10 Pro 64-bit,309.99,https://www.newegg.com/dell-latitude-7480-work-business/p/N82E16834343459?Item=N82E16834343459&Description=laptop&cm_re=laptop-_-34-343-459-_-Product,old,Dell,i5,SSD,yes,no,no,windows,512,16,14.0
247,Refurbished: DELL Grade A Laptop 7390 Intel Core i5 8th Gen 8250U (1.60GHz) 8GB Memory 500 GB PCIe SSD Intel UHD Graphics 620 13.3  inch Touchscreen Windows 10 Pro 64-bit,569.99,https://www.newegg.com/dell-7390-work-business/p/N82E16834343513?Item=N82E16834343513&Description=laptop&cm_re=laptop-_-34-343-513-_-Product,old,Dell,i5,SSD,yes,no,no,windows,500,8,13.3
248,Refurbished: DELL  E7470 Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD 14.0  inch Windows 10 Pro 64-Bit B Grade,339.99,https://www.newegg.com/dell-e7470/p/N82E16834944210?Item=N82E16834944210&Description=laptop&cm_re=laptop-_-34-944-210-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
249,"Refurbished: Dell Latitude E6420 14  inch ATG Heavy-Duty 1366x768 HD Laptop, Intel Core i7-2620M 2.7GHz, 8GB DDR3 RAM, 256GB SSD, Win 10 Pro/ NO WEBCAM/ Grade B+",559.99,https://www.newegg.com/silver-dell-latitude-e6420-atg/p/1TS-000A-0CB72?Item=9SIADT2D3H7834&Description=laptop&cm_re=laptop-_-9SIADT2D3H7834-_-Product,old,Dell,i7,SSD,no,no,no,windows,256,8,14
250,Refurbished: DELL Laptop Latitude 3310 Intel Celeron 4205U (1.80GHz) 4GB Memory 64 GB SSD Intel UHD Graphics 13.3  inch Windows 10 Pro 64-bit,285.99,https://www.newegg.com/black-dell-latitude-3310/p/N82E16834343099?Item=N82E16834343099&Description=laptop&cm_re=laptop-_-34-343-099-_-Product,old,Dell,celeron,SSD,no,no,no,windows,64,4,13.3
251,Refurbished: DELL Grade A Laptop Latitude 5580 Intel Core i5 7th Gen 7200U (2.50GHz) 16GB Memory 512 GB SSD Intel HD Graphics 620 15.6  inch Windows 10 Pro 64-bit,693.99,https://www.newegg.com/dell-latitude-5580-work-business/p/N82E16834343505?Item=N82E16834343505&Description=laptop&cm_re=laptop-_-34-343-505-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,15.6
252,Refurbished: DELL Grade B Laptop 5550 Intel Core i5 5th Gen 5300U (2.30GHz) 8GB Memory 256 GB SSD Intel HD Graphics 5500 15.6  inch Windows 10 Pro 64-bit,266.99,https://www.newegg.com/dell-5550/p/N82E16834343492?Item=N82E16834343492&Description=laptop&cm_re=laptop-_-34-343-492-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,15.6
